-0.0872087, -0.161897
-0.0872042, -0.161892
-0.087195, -0.161883
-0.0871813, -0.161869
-0.087163, -0.161851
-0.0871403, -0.161828
-0.0871134, -0.161801
-0.0870822, -0.16177
-0.0870469, -0.161735
-0.0870076, -0.161695
-0.0869644, -0.161652
-0.0869173, -0.161605
-0.0868664, -0.161554
-0.0868119, -0.1615
-0.0867537, -0.161442
-0.086692, -0.16138
-0.0866268, -0.161315
-0.0865582, -0.161246
-0.0864862, -0.161174
-0.086411, -0.161099
-0.0863326, -0.16102
-0.086251, -0.160939
-0.0861664, -0.160854
-0.0860787, -0.160767
-0.085988, -0.160676
-0.0858944, -0.160582
-0.0857979, -0.160486
-0.0856985, -0.160386
-0.0855964, -0.160284
-0.0854916, -0.160179
-0.0853841, -0.160072
-0.0852739, -0.159962
-0.0851611, -0.159849
-0.0850458, -0.159734
-0.0849279, -0.159616
-0.0848076, -0.159495
-0.0846848, -0.159373
-0.0845596, -0.159247
-0.084432, -0.15912
-0.0843021, -0.15899
-0.0841699, -0.158858
-0.0840354, -0.158723
-0.0838987, -0.158586
-0.0837597, -0.158448
-0.0836186, -0.158306
-0.0834753, -0.158163
-0.0833299, -0.158018
-0.0831824, -0.15787
-0.0830328, -0.157721
-0.0828811, -0.157569
-0.0827275, -0.157415
-0.0825719, -0.15726
-0.0824142, -0.157102
-0.0822547, -0.156942
-0.0820932, -0.156781
-0.0819298, -0.156618
-0.0817645, -0.156452
-0.0815974, -0.156285
-0.0814285, -0.156116
-0.0812577, -0.155945
-0.0810851, -0.155773
-0.0809108, -0.155599
-0.0807347, -0.155422
-0.0805568, -0.155245
-0.0803772, -0.155065
-0.080196, -0.154884
-0.080013, -0.154701
-0.0798284, -0.154516
-0.0796422, -0.15433
-0.0794543, -0.154142
-0.0792648, -0.153953
-0.0790737, -0.153761
-0.078881, -0.153569
-0.0786868, -0.153375
-0.078491, -0.153179
-0.0782937, -0.152981
-0.0780948, -0.152783
-0.0778945, -0.152582
-0.0776926, -0.15238
-0.0774893, -0.152177
-0.0772846, -0.151972
-0.0770783, -0.151766
-0.0768707, -0.151558
-0.0766616, -0.151349
-0.0764512, -0.151139
-0.0762393, -0.150927
-0.0760261, -0.150714
-0.0758115, -0.150499
-0.0755956, -0.150283
-0.0753783, -0.150066
-0.0751597, -0.149847
-0.0749398, -0.149627
-0.0747185, -0.149406
-0.074496, -0.149184
-0.0742723, -0.14896
-0.0740472, -0.148735
-0.073821, -0.148509
-0.0735934, -0.148281
-0.0733647, -0.148052
-0.0731347, -0.147822
-0.0729036, -0.147591
-0.0726712, -0.147359
-0.0724377, -0.147125
-0.072203, -0.146891
-0.0719671, -0.146655
-0.0717302, -0.146418
-0.0714921, -0.14618
-0.0712529, -0.145941
-0.0710126, -0.1457
-0.0707713, -0.145459
-0.0705289, -0.145217
-0.0702855, -0.144973
-0.070041, -0.144729
-0.0697956, -0.144483
-0.0695492, -0.144237
-0.0693018, -0.143989
-0.0690535, -0.143741
-0.0688042, -0.143492
-0.068554, -0.143242
-0.0683029, -0.142991
-0.0680509, -0.142739
-0.067798, -0.142486
-0.0675442, -0.142232
-0.0672896, -0.141977
-0.0670341, -0.141722
-0.0667778, -0.141465
-0.0665206, -0.141208
-0.0662627, -0.14095
-0.0660039, -0.140692
-0.0657443, -0.140432
-0.065484, -0.140172
-0.0652229, -0.139911
-0.064961, -0.139649
-0.0646983, -0.139386
-0.0644349, -0.139123
-0.0641708, -0.138858
-0.0639059, -0.138594
-0.0636403, -0.138328
-0.063374, -0.138062
-0.063107, -0.137795
-0.0628393, -0.137527
